classe;cote_range;description
NK;NK9711;North America
NK;NK9712;United States
NK;NK9712.5;Latin America
NK;NK9713-9796.3;Other regions or countries (Table N1)
NK;NK9797;Collective biography
NK;NK9798.A-Z;Special artists, A-Z
NK;NK9799;Dealers' catalogs
NK;NK9900;General works
NK;NK9900.5.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
NK;NK9900.7.A-Z;Special regions or countries, A-Z
NK;NK9920;General works
NK;NK9924.A-Z;By region or country, A-Z
NK;NK9925.A-Z;Special artists, A-Z
NK;NK9930;Fretwork
NK;NK9950;Other (not A-Z)
NK;NK9955.A-Z;Miscellaneous articles of wood, A-Z
NX;NX2;French
NX;NX3;German
NX;NX4;Italian
NX;NX5;Dutch and Flemish
NX;NX6;Russian. Slavic
NX;NX6.5;Scandinavian
NX;NX7;Spanish and Portuguese
NX;NX8.A-Z;Other (including Oriental), A-Z
NX;NX20;General
NX;NX21;General
NX;NX21.2.A-Z;Special, A-Z
NX;NX22;General
NX;NX26.A-Z;By city or other local organization, A-Z
NX;NX28.A-Z;Other regions or countries, A-Z
NX;NX50;Congresses
NX;NX60;Several authors
NX;NX65;Individual authors
NX;NX67;Anecdotes, facetiae, curiosities of the arts and artists
NX;NX70;Encyclopedias
NX;NX80;Dictionaries of terms
NX;NX90;Collective
NX;NX93.A-Z;Individual, A-Z
NX;NX100;General
NX;NX110;United States
NX;NX120.A-Z;Other regions or countries, A-Z
NX;NX160;Creation in the arts
NX;NX161;Adaptation in the arts
NX;NX163;General works
NX;NX164.A-Z;Special classes of artists, A-Z
NX;NX165;Psychology of the arts and the artist
NX;NX170;General works
NX;NX175;General special
NX;NX180.A-Z;The arts in relation to other subjects, A-Z
NX;NX190;General works
NX;NX192;Information services
NX;NX195;Authorship
NX;NX197;Appropriation
NX;NX200;Styles in the arts
NX;NX205;Attribution
NX;NX207;Periodization
NX;NX210;Taste
NX;NX212;Performance in the arts
NX;NX220;Arts audiences
NX;NX230;Citizen participation
NX;NX260;Computer applications. Data processing
NX;NX280;General works
NX;NX282;General special
NX;NX284;General works
NX;NX284.3;General works
NX;NX284.4.A-Z;By region or state, A-Z
NX;NX284.5.A-Z;Other regions or countries, A-Z
NX;NX285;General works
NX;NX286;Select lists
NX;NX287.A-Z;Dealers' catalogs. By dealer, A-Z
NX;NX290;General works
NX;NX292;Before 1900
NX;NX294;Since 1900
NX;NX301-396.3;Special regions or countries (Table N1)
NX;NX396.5;Artists as teachers
NX;NX396.6;Directories
NX;NX397;General works
NX;NX398;United States
NX;NX399.A-Z;Other countries, A-Z
NX;NX400;General
NX;NX405.A-Z;United States. By city and school, A-Z
NX;NX407.A-Z;Other American. By country and school, A-Z
NX;NX409.A-Z;Europe. By country and school, A-Z
NX;NX410.A-Z;Other countries. By country and school, A-Z
NX;NX411;General and international
NX;NX412;United States
NX;NX413.A-Z;Other American. By country, A-Z
NX;NX414.A-Z;Europe. By country, A-Z
NX;NX415.A-Z;Other countries. By country, A-Z
NX;NX420;General works
NX;NX425;General works
NX;NX427.A-Z;Local, A-Z
NX;NX430.A-Z;Other regions or countries, A-Z
NX;NX440;General works
NX;NX445;General special
NX;NX447;Outlines. Syllabi
NX;NX447.5;Chronological lists
NX;NX448;Ancient
NX;NX448.5;Classical
NX;NX449;Medieval
NX;NX449.5;General works
NX;NX449.7.A-Z;Special aspects or movements, A-Z
NX;NX450;16th-17th centuries
NX;NX450.5;General works
NX;NX450.6.A-Z;Special aspects or movements, A-Z
NX;NX451;General works
NX;NX451.5.A-Z;Special aspects or movements, A-Z
NX;NX452;General works
NX;NX452.5.A-Z;Special aspects or movements, A-Z
NX;NX454;General works
NX;NX454.5.A-Z;Special aspects or movements, A-Z
NX;NX456;General works
NX;NX456.5.A-Z;Special aspects or movements, A-Z
NX;NX457;1900-1950
NX;NX458;1950-2000
NX;NX460;General works
NX;NX460.5.A-Z;Special aspects or movements, A-Z
NX;NX501-596.3;Special regions or countries (Table N1 modified)
NX;NX552;Italy
NX;NX619;Early works through 1800
NX;NX620;1801-
NX;NX627;General works
NX;NX628;Influences of Oriental arts on Western arts, and vice versa
NX;NX629;Arts of minority groups (General)
NX;NX632;Primitive arts
NX;NX633;Juvenile works
NX;NX634;Economics of the arts
NX;NX635;Reproduction of works of art
NX;NX636;Forgery of works of art
NX;NX640;General works
NX;NX640.2;Collective
NX;NX640.5.A-Z;Individual, A-Z
NX;NX643;Appreciation of the arts
NX;NX645;Book reviews
NX;NX650.A-Z;Special subjects or topics, A-Z
NX;NX651.8;General works
NX;NX652.A-Z;By name of character, person, class of persons, or ethnic group, A-Z
NX;NX653.A-Z;Special geographic areas and places as subjects, A-Z
NX;NX653.5;Periodicals and societies
NX;NX654;General works
NX;NX655;Periodicals and societies
NX;NX656;Collections. Congresses
NX;NX658.A-Z;United States. By city and gallery or other place of exhibition, A-Z
NX;NX659.A-Z;Other countries. By country and city, A-Z
NX;NX660;General works
NX;NX661;General special
NX;NX662;General works
NX;NX663.A-Z;By region or country, A-Z
NX;NX670;General works
NX;NX673;General special
NX;NX676;General works
NX;NX676.2;Gautama Buddha
NX;NX676.3.A-Z;Other, A-Z
NX;NX680;Hindu (Table N11)
NX;NX680.3.A-Z;Special subjects or topics, A-Z
NX;NX684;Jewish (Table N11)
NX;NX688;Islamic (Table N11)
NX;NX692.A-Z;Other religious arts, A-Z
NX;NX694.A-Z;Special topics, A-Z
NX;NX700;General works
NX;NX701;Collective
NX;NX701.2.A-Z;Individual, A-Z
NX;NX705;General special
NX;NX705.5.A-Z;Special regions or countries, A-Z
NX;NX710;General works
NX;NX711.A-Z;By region or country, A-Z
NX;NX712.A-Z;By patron, A-Z
NX;NX720;General works
NX;NX730;General works
NX;NX735;Federal
NX;NX740;State (General)
NX;NX742.A-Z;By state, A-W
NX;NX745;Local (General)
NX;NX750.A-Z;Other regions or countries, A-Z
NX;NX760;General works
NX;NX765;General works
NX;NX767.A-Z;Local, A-Z
NX;NX768.A-Z;Special administrators, A-Z
NX;NX770.A-Z;Other regions or countries, A-Z
NX;NX775;Voluntarism in the arts
NX;NX776;United States
NX;NX776.5.A-Z;Local, A-Z
NX;NX777.A-Z;Other regions or countries, A-Z
NX;NX798;General works
NX;NX800;General works
NX;NX805.A-Z;Local, A-Z
NX;NX820.A-Z;Other regions or countries, A-Z
NX;NX1;General
NX;NX1.5;General
NX;NX3.5;"Colonial period; 18th (and early 19th) century"
NX;NX3.7;19th century
NX;NX4.2;21st century
NX;NX4.5;Northeastern States
NX;NX4.7;Atlantic States
NX;NX5.5;Middle Atlantic States
NX;NX8;West
NX;NX8.5;Northwestern States
NX;NX8.6;Southwestern States
NX;NX9;Pacific States
NX;NX11.A-Z;Cities, A-Z
NX;NX11.5;Collective biography
NX;NX12.A-Z;Special artists, A-Z
NX;NX12.2;General
NX;NX12.3.A-Z;Special, A-Z
NX;NX13;General
NX;NX13.2;General
NX;NX13.3.A-Z;Special, A-Z
NX;NX14;Mexico
NX;NX15;General
NX;NX16;Belize. British Honduras
NX;NX17;Costa Rica
NX;NX18;Guatemala
NX;NX19;Honduras
NX;NX23;General
NX;NX24;Bahamas
NX;NX25;Cuba
NX;NX26;Haiti
NX;NX27;Jamaica
NX;NX28;Puerto Rico
NX;NX29.A-Z;Other, A-Z
NX;NX30;General
NX;NX31;Argentina
NX;NX32;Bolivia
NX;NX33;Brazil
NX;NX34;Chile
NX;NX35;Colombia
NX;NX36;Ecuador
NX;NX37;Guyana (British Guiana)
NX;NX37.2;Suriname (Dutch Guiana)
NX;NX37.4;French Guiana
NX;NX38;Paraguay
NX;NX39;Peru
NX;NX40;Uruguay
NX;NX41;Venezuela
NX;NX42;General
NX;NX43;General
NX;NX44.A-Z;England. Local, A-Z
NX;NX47.6.A-Z;Special artists, A-Z
NX;NX48;Austria
NX;NX49;France
NX;NX49.6;German, Austrian, and Swiss (Collectively)
NX;NX50.6;Former East Germany
NX;NX51;Greece
NX;NX52;Italy
NX;NX52.57;Vatican City
NX;NX52.6;Dutch, Flemish, and German (Collectively)
NX;NX53;General
NX;NX54;Holland (Netherlands)
NX;NX55;Belgium
NX;NX55.6;Luxembourg
NX;NX56;Russia. Soviet Union. Russia (Federation)
NX;NX57;General
NX;NX58;Denmark
NX;NX59;Iceland
NX;NX61;Sweden
NX;NX62;Spain
NX;NX63;Portugal
NX;NX64;Switzerland
NX;NX66;General
NX;NX69;Romania
NX;NX71.A-Z;Other regions or countries, A-Z
NX;NX71.5;Mediterranean Region
NX;NX72;General
NX;NX73;General
NX;NX73.6.A-Z;By region or country, A-Z
NX;NX73.7;Israel. Palestine
NX;NX74;Iran. Persia
NX;NX75;General
NX;NX75.6;Afghanistan
NX;NX75.67.A-Z;Former Soviet Central Asian republics, A-Z
NX;NX75.69;General
NX;NX75.7.A-Z;Individual republics, A-Z
NX;NX75.8;General
NX;NX76;India
NX;NX76.6;Sri Lanka. Ceylon
NX;NX76.7;Pakistan
NX;NX76.8.A-Z;Other countries, A-Z
NX;NX77;General
NX;NX77.6;Burma. Myanmar
NX;NX78;General
NX;NX78.6.A-Z;By country, A-Z
NX;NX78.7;Thailand. Siam
NX;NX79;Malaysia
NX;NX81;Philippines
NX;NX81.7.A-Z;Other regions or countries, A-Z
NX;NX82;General
NX;NX83;China
NX;NX84;Japan
NX;NX84.6;Korea
NX;NX84.7;Korea (Democratic People's Republic)
NX;NX86.A-Z;Other countries, A-Z
NX;NX87;General
NX;NX87.6;General
NX;NX87.65;Algeria
NX;NX87.7;Libya
NX;NX87.75;Morocco
NX;NX87.8;Sudan
NX;NX87.85;Tunisia
NX;NX88;General
NX;NX88.3;Coptic
NX;NX88.6.A-Z;Other North Africa, A-Z
NX;NX88.7;Ethiopia
NX;NX88.75;Sub-Saharan Africa
NX;NX88.8;General
NX;NX88.9.A-Z;By country, A-Z
NX;NX89;General
NX;NX89.3;French-speaking West Africa
NX;NX89.6.A-Z;By country, A-Z
NX;NX89.7;General
NX;NX89.8.A-Z;By country, A-Z
NX;NX89.83;General
NX;NX89.84.A-Z;Individual islands and island groups, A-Z
NX;NX89.9;General
NX;NX93;New Zealand
NX;NX95;General
NX;NX96.A-Z;Special, A-Z
NX;NX96.3;Developing countries
NX;NX8.2;21st century
NX;NX8.7;Atlantic States
NX;NX10;New England
NX;NX10.5;Middle Atlantic States
NX;NX11;South
NX;NX18.6;Southwestern States
NX;NX27.A-Z;Cities, A-Z
NX;NX27.5;Collective biography
NX;NX28.2;General works
NX;NX28.3.A-Z;Special, A-Z
NX;NX29-30.3;Canada
NX;NX29;General
NX;NX30.A-Z;Local, A-Z
NX;NX30.2;General works
NX;NX30.3.A-Z;Special, A-Z
NX;NX32.A-Z;Local, A-Z
NX;NX36.A-Z;Local, A-Z
NX;NX38.A-Z;Local, A-Z
NX;NX42.A-Z;Local, A-Z
NX;NX47;General
NX;NX50.A-Z;Local, A-Z
NX;NX52.A-Z;Local, A-Z
NX;NX54.A-Z;Local, A-Z
NX;NX56.A-Z;Local, A-Z
NX;NX58.A-Z;Other, A-Z
NX;NX62.A-Z;Local, A-Z
NX;NX64.A-Z;Local, A-Z
NX;NX66.A-Z;Local, A-Z
NX;NX68.A-Z;Local, A-Z
NX;NX70.A-Z;Local, A-Z
NX;NX71;General
NX;NX72.A-Z;Local, A-Z
NX;NX76.A-Z;Local, A-Z
NX;NX78.A-Z;Local, A-Z
NX;NX80.A-Z;Local, A-Z
NX;NX82.A-Z;Local, A-Z
NX;NX85;General
NX;NX87.A-Z;England. Local, A-Z
NX;NX90.A-Z;Local, A-Z
NX;NX91;General
NX;NX92.A-Z;Local, A-Z
NX;NX94.A-Z;Local, A-Z
NX;NX97;General
NX;NX98.A-Z;Local, A-Z
NX;NX98.6;German, Austrian, and Swiss (Collectively)
NX;NX99;General
NX;NX100.A-Z;Local, A-Z
NX;NX100.6;Former East Germany
NX;NX101;General
NX;NX102.A-Z;Local, A-Z
NX;NX103;General
NX;NX104.A-Z;Local, A-Z
NX;NX104.57;Vatican City
NX;NX104.6;Dutch, Flemish, and German (Collectively)
NX;NX105;General
NX;NX107;General
NX;NX108.A-Z;Local, A-Z
NX;NX109;General
NX;NX110.A-Z;Local, A-Z
NX;NX111;General
NX;NX112.A-Z;Local, A-Z
NX;NX113;General
NX;NX115;General
NX;NX116.A-Z;Local, A-Z
NX;NX117;General
NX;NX118.A-Z;Local, A-Z
NX;NX119;General
NX;NX121;General
NX;NX122.A-Z;Local, A-Z
NX;NX123;General
NX;NX124.A-Z;Local, A-Z
NX;NX125;General
NX;NX126.A-Z;Local, A-Z
NX;NX127;General
NX;NX128.A-Z;Local, A-Z
NX;NX129;General
NX;NX130.A-Z;Local, A-Z
NX;NX131;General
NX;NX133;General
NX;NX134.A-Z;Local, A-Z
NX;NX137;General
NX;NX138.A-Z;Local, A-Z
NX;NX141.A-Z;Other regions or countries, A-Z
NX;NX142;Mediterranean Region
NX;NX143;General
NX;NX145;General
NX;NX146.A-Z;By region or country, A-Z
NX;NX147;General
NX;NX148.A-Z;Local, A-Z
NX;NX149;General
NX;NX149.7.A-Z;Former Soviet Central Asian republics, A-Z
NX;NX149.9;General
NX;NX150.A-Z;Individual republics, A-Z
NX;NX150.6;General
NX;NX151;General
NX;NX152.A-Z;Local, A-Z
NX;NX153.6.A-Z;Other countries, A-Z
NX;NX154;General
NX;NX155;General
NX;NX156.A-Z;By country, A-Z
NX;NX157;General
NX;NX158.A-Z;Local, A-Z
NX;NX159;General
NX;NX160.A-Z;Local, A-Z
NX;NX162.A-Z;Local, A-Z
NX;NX162.7.A-Z;Other regions or countries, A-Z
NX;NX166.A-Z;Local, A-Z
NX;NX167;General
NX;NX168.A-Z;Local, A-Z
NX;NX172.A-Z;Other countries, A-Z
NX;NX173;General
NX;NX174;General
NX;NX175.3;Coptic
NX;NX176.6.A-Z;Other North Africa, A-Z
NX;NX176.75;Sub-Saharan Africa
NX;NX176.8;General
NX;NX176.9.A-Z;By country, A-Z
NX;NX177;General
NX;NX177.3;French-speaking West Africa
NX;NX177.6.A-Z;By country, A-Z
NX;NX178;General
NX;NX178.6.A-Z;By country, A-Z
NX;NX178.83;General
NX;NX178.84.A-Z;Individual islands and island groups, A-Z
NX;NX178.9;General
NX;NX179;General
NX;NX181;General
NX;NX182.A-Z;Local, A-Z
NX;NX183;General
NX;NX184.A-Z;Special, A-Z
NX;NX185;Developing countries
NX;NX24.6;Southwestern States
NX;NX38.5;Collective biography
NX;NX39.A-Z;Special artists, A-Z
NX;NX39.2;General
NX;NX39.3.A-Z;Special, A-Z
NX;NX41-43;Canada
NX;NX43.2;General
NX;NX43.3.A-Z;Special, A-Z
NX;NX44-46;Mexico
NX;NX50-52;Belize. British Honduras
NX;NX53-55;Costa Rica
NX;NX56-58;Guatamala
NX;NX59-61;Honduras
NX;NX62-64;Nicaragua
NX;NX68;General
NX;NX71-73;Bahamas
NX;NX74-76;Cuba
NX;NX77-79;Haiti
NX;NX80-82;Jamaica
NX;NX83-85;Puerto Rico
NX;NX92-94;Argentina
NX;NX95-97;Bolivia
NX;NX98-100;Brazil
NX;NX101-103;Chile
NX;NX104-106;Colombia
NX;NX107-109;Ecuador
NX;NX110.2;Suriname (Dutch Guiana)
NX;NX110.4;French Guiana
NX;NX113-115;Paraguay
NX;NX116-118;Peru
NX;NX119-121;Uruguay
NX;NX122-124;Venezuela
NX;NX128;General
NX;NX131.A-Z;England. Local, A-Z
NX;NX134;General
NX;NX135.A-Z;Special regions, districts, etc., A-Z
NX;NX136.A-Z;Special cities, A-Z
NX;NX139.A-Z;Special cities, A-Z
NX;NX142.A-Z;Special artists, A-Z
NX;NX143-145;Austria
NX;NX146-148;France
NX;NX148.6;German, Austrian, and Swiss (Collectively)
NX;NX149-151;Germany
NX;NX151.6;Former East Germany
NX;NX152-154;Greece
NX;NX155-157;Italy
NX;NX157.57;Vatican City
NX;NX157.6;Dutch, Flemish, and German (Collectively)
NX;NX158;General
NX;NX161-163;Holland (Netherlands)
NX;NX164-166;Belgium
NX;NX166.4;Luxembourg
NX;NX167-169;Russia. Soviet Union. Russia (Federation)
NX;NX173-175;Denmark
NX;NX176-178;Iceland
NX;NX179-181;Norway
NX;NX182-184;Sweden
NX;NX185-187;Spain
NX;NX188-190;Portugal
NX;NX191-193;Switzerland
NX;NX194-196;Turkey
NX;NX200-202;Bulgaria
NX;NX206-208;Romania
NX;NX212.A-Z;Other regions or countries, A-Z
NX;NX214;Mediterranean Region
NX;NX215;General
NX;NX218;General
NX;NX219.A-Z;By region or country, A-Z
NX;NX221-223;Iran. Persia
NX;NX224;General
NX;NX224.6;Afghanistan
NX;NX224.7.A-Z;Former Soviet Central Asian republics, A-Z
NX;NX224.9;General
NX;NX225.A-Z;Individual republics, A-Z
NX;NX226;General
NX;NX227-229;India
NX;NX231;Pakistan
NX;NX231.6.A-Z;Other countries, A-Z
NX;NX232;General
NX;NX232.6;Burma. Myanmar
NX;NX233;General
NX;NX234.A-Z;By country, A-Z
NX;NX235;Thailand. Siam
NX;NX236-238;Malaysia
NX;NX239-241;Indonesia. Dutch East Indies
NX;NX242-244;Philippines
NX;NX244.7.A-Z;Other regions or countries, A-Z
NX;NX245;General
NX;NX248-250;China
NX;NX251-253;Japan
NX;NX253.6;Korea
NX;NX253.7;Korea (Democratic People's Republic)
NX;NX259.A-Z;Other countries, A-Z
NX;NX261;General
NX;NX261.6;Algeria
NX;NX261.65;Libya
NX;NX261.7;Morocco
NX;NX261.75;Sudan
NX;NX261.8;Tunisia
NX;NX263-265;Egypt
NX;NX265.6.A-Z;Other North Africa, A-Z
NX;NX265.7;Ethiopia
NX;NX265.75;Sub-Saharan Africa
NX;NX266;General
NX;NX266.6.A-Z;By country, A-Z
NX;NX267;General
NX;NX267.3;French-speaking West Africa
NX;NX267.6.A-Z;By country, A-Z
NX;NX268;General
NX;NX268.6.A-Z;By country, A-Z
NX;NX268.83;General
NX;NX268.84.A-Z;Individual islands and island groups, A-Z
NX;NX268.9;General
NX;NX269-271;Australia
NX;NX272-274;New Zealand
NX;NX275;General
NX;NX276.A-Z;Special, A-Z
NX;NX277;Developing countries
NX;NX41-43.3;Canada
NX;NX65-66;Panama
NX;NX134-136;Scotland
NX;NX137-139;Ireland
NX;NX140-141;Wales
NX;NX143-146;Austria
NX;NX147-150;France
NX;NX151-154;Germany
NX;NX154.6;Former East Germany
NX;NX155-158;Greece
NX;NX159-162;Italy
NX;NX162.57;Vatican City
NX;NX162.6;Dutch, Flemish, and German (Collectively)
NX;NX167-170;Holland (Netherlands)
NX;NX171-174;Belgium
NX;NX174.6;Luxembourg
NX;NX175-178;Russia. Soviet Union. Russia (Federation)
NX;NX183-186;Denmark
NX;NX187-190;Iceland
NX;NX191-194;Norway
NX;NX195-198;Sweden
NX;NX199-202;Spain
NX;NX199;General
NX;NX203-206;Portugal
NX;NX207-210;Switzerland
NX;NX211-214;Turkey
NX;NX219-222;Bulgaria
NX;NX227-230;Romania
NX;NX235.A-Z;Other regions or countries, A-Z
NX;NX236;Mediterranean Region
NX;NX236.5;Eurasia
NX;NX237;General
NX;NX238;General
NX;NX239.A-Z;By region or country, A-Z
NX;NX240;Israel. Palestine
NX;NX241-243;Iran. Persia
NX;NX244;General
NX;NX244.6;Afghanistan
NX;NX244.9;General
NX;NX245.A-Z;Individual republics, A-Z
NX;NX246;General
NX;NX247-249;India
NX;NX250;Sri Lanka. Ceylon
NX;NX251;Pakistan
NX;NX251.6.A-Z;Other countries, A-Z
NX;NX252;General
NX;NX252.6;Burma. Myanmar
NX;NX253;General
NX;NX254.A-Z;By country, A-Z
NX;NX255;Thailand. Siam
NX;NX256-258;Malaysia
NX;NX259-261;Indonesia. Dutch East Indies
NX;NX262-264;Philippines
NX;NX264.7.A-Z;Other regions or countries, A-Z
NX;NX265;General
NX;NX268-270;China
NX;NX271-273;Japan
NX;NX273.6;Korea
NX;NX273.7;Korea (Democratic People's Republic)
NX;NX279.A-Z;Other countries, A-Z
NX;NX281;General
NX;NX281.6;Algeria
NX;NX281.65;Libya
NX;NX281.7;Morocco
NX;NX281.75;Sudan
NX;NX281.8;Tunisia
NX;NX283-284;Egypt
NX;NX283.3;Coptic
NX;NX285.6.A-Z;Other North Africa, A-Z
NX;NX285.7;Ethiopia
NX;NX285.75;Sub-Saharan Africa
NX;NX286.6.A-Z;By country, A-Z
NX;NX287;General
NX;NX287.3;French-speaking West Africa
NX;NX287.6.A-Z;By country, A-Z
NX;NX288;General
NX;NX288.6.A-Z;By country, A-Z
NX;NX288.83;General
NX;NX288.84.A-Z;Individual islands and island groups, A-Z
NX;NX288.9;General
NX;NX289-291;Australia
NX;NX293;General
NX;NX294.A-Z;Special, A-Z
NX;NX294.5;Developing countries
NX;NX2.2;General works
NX;NX2.3.A-Z;Special aspects or movements, A-Z
NX;NX2.4;General works
NX;NX2.45.A-Z;Special aspects or movements, A-Z
NX;NX2.5;General works
NX;NX2.57.A-Z;Special aspects or movements, A-Z
NX;NX2.6;General works
NX;NX2.65.A-Z;Special aspects or movements, A-Z
NX;NX3-49.5;North America
NX;NX5.5.A-Z;Special aspects or movements, A-Z
NX;NX7.5.A-Z;Special aspects or movements, A-Z
NX;NX10.5.A-Z;Special aspects or movements, A-Z
NX;NX12;General works
NX;NX12.5.A-Z;Special aspects or movements, A-Z
NX;NX12.7;General works
NX;NX12.75.A-Z;Special aspects or movements, A-Z
NX;NX35.A-Z;Cities, A-Z
NX;NX37.A-Z;Special artists, A-Z
NX;NX37.5;Ethnic groups (Collectively)
NX;NX40.5.A-Z;Special aspects or movements, A-Z
NX;NX44;General works
NX;NX44.5.A-Z;Special aspects or movements, A-Z
NX;NX45;General works
NX;NX45.5.A-Z;Special aspects or movements, A-Z
NX;NX45.6;General works
NX;NX45.65.A-Z;Special aspects or movements, A-Z
NX;NX46.A-Z;Special divisions, A-Z
NX;NX47.A-Z;Special cities, A-Z
NX;NX49.A-Z;Special artists, A-Z
NX;NX49.3;Ethnic groups (Collectively)
NX;NX49.5.A-Z;Individual races and ethnic groups, A-Z
NX;NX54.5.A-Z;Special aspects or movements, A-Z
NX;NX55.5.A-Z;Special aspects or movements, A-Z
NX;NX55.65.A-Z;Special aspects or movements, A-Z
NX;NX57.A-Z;Special cities, A-Z
NX;NX59.A-Z;Special artists, A-Z
NX;NX74.A-Z;Local, A-Z
NX;NX75.A-Z;Special artists, A-Z
NX;NX77.A-Z;Local, A-Z
NX;NX81.A-Z;Special artists, A-Z
NX;NX83.A-Z;Local, A-Z
NX;NX84.A-Z;Special artists, A-Z
NX;NX89.A-Z;Local, A-Z
NX;NX101.A-Z;Local, A-Z
NX;NX105.A-Z;Special artists, A-Z
NX;NX106;General
NX;NX107.A-Z;Local, A-Z
NX;NX111.A-Z;Special artists, A-Z
NX;NX112;General
NX;NX113.A-Z;Local, A-Z
NX;NX114.A-Z;Special artists, A-Z
NX;NX115.A-Z;Other regions or countries, A-Z
NX;NX120;General
NX;NX130;General
NX;NX134.5.A-Z;Special aspects or movements, A-Z
NX;NX135;General works
NX;NX135.5.A-Z;Special aspects or movements, A-Z
NX;NX135.6;General works
NX;NX135.65.A-Z;Special aspects or movements, A-Z
NX;NX137.A-Z;Special cities, A-Z
NX;NX138;Collective biography
